id,question,choices,answerKey,source
2056,"ما هو البحر الشعري لهذا البيت
                        إِلى عِرقِ الثَرىوَشَجَتعُروقي - وَهَذا المَوتُ يَسلِبُني شَبابي?","{'text': ['الوافر', 'مخلع الرمل', 'تفعيلة الكامل', 'مشطور السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2058,"ما هو البحر الشعري لهذا البيت
                        وَنَفسي سَوفَ يَسلِبُهاوَجِرمي - فَيُلحِقَنيوَشيكاًبِالتُرابِ?","{'text': ['الوافر', 'مجزوء الخفيف', 'السريع', 'الخبب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2060,"ما هو البحر الشعري لهذا البيت
                        أَلَمأَنضِالمَطِيَّ بِكُلِّخَرقٍ - أَمَقِّ الطولِ لَمّاعِ السَرابِ?","{'text': ['الوافر', 'الطويل', 'الكامل المقطوع', 'المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2062,"ما هو البحر الشعري لهذا البيت
                        وَأَركَبُ فياللَهامِالمُجرِ حَتّى - أَنالَ مَآكِلَالقُحمِالرِغابِ?","{'text': ['الوافر', 'مجزوء المواليا', 'منهوك البسيط', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2064,"ما هو البحر الشعري لهذا البيت
                        وَكُلُّ مَكارِمِ الأَخلاقِ صارَت - إِلَيهِ هِمَّتي وَبِهِ اِكتِسابي?","{'text': ['الوافر', 'الطويل', 'مجزوء المنسرح', 'منهوك البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2066,"ما هو البحر الشعري لهذا البيت
                        وَقَد طَوَّفتُ في الآفاقِ حَتّى - رَضيتُ مِنَ الغَنيمَةِ بِالإِيابِ?","{'text': ['الوافر', 'مربع الرجز', 'الرجز', 'مربع الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2068,"ما هو البحر الشعري لهذا البيت
                        أَبَعدَ الحارِثِ المَلِكِ اِبنِ عَمروٍ - وَبَعدَ الخَيرِ حُجرٍ ذيالقِبابِ?","{'text': ['الوافر', 'المجتث', 'السلسلة', 'السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2070,"ما هو البحر الشعري لهذا البيت
                        أُرَجّي مِن صُروفِ الدَهرِ ليناً - وَلَم تَغفَل عَنِ الصُمِّ الهِضابِ?","{'text': ['الوافر', 'الكامل المقطوع', 'تفعيلة الكامل', 'مجزوء الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2072,"ما هو البحر الشعري لهذا البيت
                        وَأَعلَمُ أَنَّني عَمّا قَريبٍ - سَأَنشِبُفي شَبا ظِفرٍ وَنابِ?","{'text': ['الوافر', 'تفعيلة الكامل', 'مجزوء الهزج', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2074,"ما هو البحر الشعري لهذا البيت
                        كَما لاقى أَبي حُجرٌ وَجَدّي - وَلا أَنسى قَتيلاًبِالكِلابِ?","{'text': ['الوافر', 'الخبب', 'المقتضب', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem60.html
2076,"ما هو البحر الشعري لهذا البيت
                        أَلا إِلّا تَكُن إِبِلٌ فَمِعزى - كَأَنَّ قُرونَجُلَّتِهاالعِصِيُّ?","{'text': ['الوافر', 'أحذ الوافر', 'الخفيف', 'الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem71.html
2078,"ما هو البحر الشعري لهذا البيت
                        وَجادَلَها الرَبيعُبِواقِصاتٍ - فَآرامٍوَجادَلَهاالوَلِيُّ?","{'text': ['الوافر', 'البسيط', 'المنسرح', 'مجزوء المتدارك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem71.html
2080,"ما هو البحر الشعري لهذا البيت
                        إِذامُشَّتحَوالِبُهاأَرَنَّت - كَأَنَّ الحَيَّ صَبَّحَهُم نَعِيُّ?","{'text': ['الوافر', 'مجزوء المواليا', 'المديد', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem71.html
2082,"ما هو البحر الشعري لهذا البيت
                        تَروحُ كَأَنَّها مِمّا أَصابَت - مُعَلَّقَةٌبِأَحقَيهاالدُلِيُّ?","{'text': ['الوافر', 'السريع', 'المتقارب', 'الخبب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem71.html
2084,"ما هو البحر الشعري لهذا البيت
                        فَتوسِعُ أَهلَها أَقِطاً وَسَمناً - وَحَسبُكَ مِن غِنى شِبعٌ وَرِيُّ?","{'text': ['الوافر', 'مجزوء الكامل', 'مخلع الكامل', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem71.html
2086,"ما هو البحر الشعري لهذا البيت
                        أَلا يا لَهْفَ هِنْدٍ إثْرَ قَوْمٍ - هُمُ كانوا الشِّفَاءَ فَلَمْ يُصَابُوا?","{'text': ['الوافر', 'المقتضب', 'مجزوء المتدارك', 'مخلع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem72.html
2088,"ما هو البحر الشعري لهذا البيت
                        وَقَاهُم جَدُّهم بِبَنِي أَبِيهم - وبالأَشْقَيْنِ ما كان العِقَابُ?","{'text': ['الوافر', 'المتدارك المنهوك', 'تفعيلة الكامل', 'مجزوء المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem72.html
2090,"ما هو البحر الشعري لهذا البيت
                        وَأَفْلَتَهُنَّ عِلْبَاءٌ جَرِيضًا - وَلَوْ أدْركْنَهُ صَفِرَ الوِطابُ?","{'text': ['الوافر', 'أحذ الكامل', 'مجزوء السريع', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem72.html
2092,"ما هو البحر الشعري لهذا البيت
                        كَأَنّي إِذ نَزَلتُ عَلى المُعَلّى - نَزَلتُ عَلىالبَواذِخِمِنشَمامِ?","{'text': ['الوافر', 'المتدارك المنهوك', 'مخلع الرمل', 'المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem73.html
2094,"ما هو البحر الشعري لهذا البيت
                        فَما مُلكُ العِراقِ عَلى المُعَلّى - بِمُقتَدِرٍ وَلا مُلكُ الشَآمِ?","{'text': ['الوافر', 'منهوك الكامل', 'الخبب', 'مجزوء السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem73.html
2096,"ما هو البحر الشعري لهذا البيت
                        أَصَدَّنِشاصِذي القَرنَينِ حَتّى - تَوَلّىعارِضُالمَلِكِ الهُمامِ?","{'text': ['الوافر', 'مجزوء المتدارك', 'مجزوء المديد', 'مجزوء الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem73.html
2098,"ما هو البحر الشعري لهذا البيت
                        أَقَرَّ حَشا اِمرِئِ القَيسِ بنِ حُجرٍ - بَنو تَيمٍ مَصابيحُ الظَلامِ?","{'text': ['الوافر', 'المديد', 'تفعيلة الرجز', 'موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem73.html
2100,"ما هو البحر الشعري لهذا البيت
                        أَبَعدَالحارِثِالمَلِكِ بنِ عَمروٍ - لَهُ مُلكُ العِراقِ إِلى عُمانِ?","{'text': ['الوافر', 'مجزوء المواليا', 'منهوك الرجز', 'الكامل المقطوع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem75.html
2102,"ما هو البحر الشعري لهذا البيت
                        مُجاوَرَةً بَني شَمجى بنِ جَرمٍ - هَوانا ما أُتيحَ مِنَ الهَوانِ?","{'text': ['الوافر', 'القوما', 'مخلع الرجز', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem75.html
2104,"ما هو البحر الشعري لهذا البيت
                        وَيَمنَعُها بَنو شَمجى بنِ جَرمٍ - مَعيزَهُمحَنانَكَذا الحَنانِ?","{'text': ['الوافر', 'المتدارك المنهوك', 'المقتضب', 'مجزوء الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem75.html
2106,"ما هو البحر الشعري لهذا البيت
                        جَزى اللَهُالأَغَرَّجَزاءَ صِدقٍ - إِذا ما أوقِدَت نارُ الحُروبِ?","{'text': ['الوافر', 'مخلع موشح', 'الدوبيت', 'مخلع السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2108,"ما هو البحر الشعري لهذا البيت
                        يَقيني بِالجَبينِ وَمَنكِبَيهِ - وَأَنصُرُهُبِمُطَّرَدِ الكُعوبِ?","{'text': ['الوافر', 'الكامل المقطوع', 'السلسلة', 'الخفيف'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2110,"ما هو البحر الشعري لهذا البيت
                        وَأُدفِئُهُ إِذا هَبَّت شَمالاً - بَليلاًحَرجَفاًبَعدَ الجَنوبِ?","{'text': ['الوافر', 'مجزوء الطويل', 'الرجز', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2112,"ما هو البحر الشعري لهذا البيت
                        أَراهُ أَهلَ ذَلِكَ حينَ يَسعى - رُعاءُالحَيِّ في طَلَبِ الحَلوبِ?","{'text': ['الوافر', 'مجزوء الهزج', 'مجزوء الكامل', 'منهوك الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2114,"ما هو البحر الشعري لهذا البيت
                        فَيُخفِقُ تارَةً وَيُفيدُ أُخرى - وَيَفجَعُ ذا الضَغائِنِ بِالأَريبِ?","{'text': ['الوافر', 'مخلع الرمل', 'الرمل', 'المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2116,"ما هو البحر الشعري لهذا البيت
                        إِذا سَمِنَ الأَغَرُّ دَنا لِقاءٌ - يُغِصُّ الشَيخَ بِاللَبَنِ الحَليبِ?","{'text': ['الوافر', 'المتقارب', 'مجزوء المنسرح', 'مخلع الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2118,"ما هو البحر الشعري لهذا البيت
                        شَديدُمَجالِزِ الكَتِفَينِ نَهدٌ - بِهِ أَثَرُ الأَسِنَّةِكَالعُلوبِ?","{'text': ['الوافر', 'الكامل المقطوع', 'مشطور السريع', 'مخلع الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2120,"ما هو البحر الشعري لهذا البيت
                        وَأُكرِهُهُ عَلى الأَبطالِ حَتّى - يُرى كَالأُرجُوانِيِّ المَجوبِ?","{'text': ['الوافر', 'منهوك الكامل', 'مجزوء الرمل', 'مجزوء الخفيف'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2122,"ما هو البحر الشعري لهذا البيت
                        أَلَستَ بِصاحِبي يَومَ اِلتَقَينا - بِسَيفَوَصاحِبي يَومَالكَثيبِ?","{'text': ['الوافر', 'مشطور الرجز', 'مجزوء الطويل', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem88.html
2124,"ما هو البحر الشعري لهذا البيت
                        تَرَكتُ جُرَيَّةَ العَمرِيَّ فيهِ - شَديدُ العَيرِ مُعتَدِلٌ سَديدُ?","{'text': ['الوافر', 'المضارع', 'المتقارب', 'الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem94.html
2126,"ما هو البحر الشعري لهذا البيت
                        تَرَكتُبَني الهُجَيمِ لَهُمدَوارٌ - إِذا تَمضي جَماعَتُهُم تَعودُ?","{'text': ['الوافر', 'مخلع الكامل', 'مجزوء الخفيف', 'الدوبيت'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem94.html
2128,"ما هو البحر الشعري لهذا البيت
                        إِذا يَقَعُ السِهامُ بِجانِبَيهِ - تَأَخَّرَ قابِعاً فيهِ صُدودُ?","{'text': ['الوافر', 'مخلع الرجز', 'مجزوء المديد', 'منهوك الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem94.html
2130,"ما هو البحر الشعري لهذا البيت
                        فَإِن يَبرَأ فَلَمأَنفِثعَلَيهِ - وَإِن يُفقَد فَحُقَّ لَهُالفُقودُ?","{'text': ['الوافر', 'الخبب', 'الخفيف', 'الدوبيت'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem94.html
2132,"ما هو البحر الشعري لهذا البيت
                        وَهَل يَدري جُرَيَّةُ أَنَّ نَبلي - يَكونُجَفيرَهاالبَطَلُالنَجيدُ?","{'text': ['الوافر', 'مجزوء الخفيف', 'مجزوء المنسرح', 'منهوك البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem94.html
2134,"ما هو البحر الشعري لهذا البيت
                        كَأَنَّ رِماحَهُمأَشطانُبِئرٍ - لَها في كُلِّمَدلَجَةٍخُدودُ?","{'text': ['الوافر', 'المتدارك', 'المديد', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem94.html
2136,"ما هو البحر الشعري لهذا البيت
                        حَولي تَنفُضُ اِستُكَمِذرَوَيها - لِتَقتُلَني فَها أَنا ذا عُمارا?","{'text': ['الوافر', 'منهوك البسيط', 'منهوك الرجز', 'المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2138,"ما هو البحر الشعري لهذا البيت
                        مَتى ما تَلقَنيفَردَينِتَرجُف - رَوانِفُأَليَتَيكَوَتُستَطارا?","{'text': ['الوافر', 'مخلع البسيط', 'مجزوء البسيط', 'مجزوء الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2140,"ما هو البحر الشعري لهذا البيت
                        وَسَيفي صارِمٌ قَبَضَت عَلَيهِ - أَشاجِعُ لا تَرى فيها اِنتِشارا?","{'text': ['الوافر', 'المتقارب', 'مجزوء الكامل', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2142,"ما هو البحر الشعري لهذا البيت
                        وَسَيفيكَالعَقيقَةِوَهوَكِمعي - سِلاحي لاأَفَلَّوَلافُطارا?","{'text': ['الوافر', 'المتدارك', 'الخبب', 'التفعيله'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2144,"ما هو البحر الشعري لهذا البيت
                        وَكَالوَرَقِ الخِفافِ وَذاتُ غَربٍ - تَرى فيها عَنِ الشِرَعِ اِزوِرارا?","{'text': ['الوافر', 'المديد', 'مربع الرجز', 'منهوك الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2146,"ما هو البحر الشعري لهذا البيت
                        وَمُطَّرِدُ الكُعوبِأَحَصُّصَدقٌ - تَخالُ سِنانَهُ بِاللَيلِ نارا?","{'text': ['الوافر', 'مجزوء الدوبيت', 'مجزوء المقتضب', 'مشطور الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2148,"ما هو البحر الشعري لهذا البيت
                        سَتَعلَمُ أَيِّنا لِلمَوتِ أَدنى - إِذا دانَيتَ ليالأَسَلَالحِرارا?","{'text': ['الوافر', 'مربع الرجز', 'مشطور الطويل', 'مجزوء المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2150,"ما هو البحر الشعري لهذا البيت
                        وَلِلرُعيانِ فيلُقُحٍثَمانٍ - تُحادِثُهُنَّ صَرّاً أَوغِرارا?","{'text': ['الوافر', 'مخلع الرمل', 'مخلع السريع', 'التفعيله'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2152,"ما هو البحر الشعري لهذا البيت
                        أَقامَ عَلىحَسيسَتِهِنَّحَتّى - لَقِحنَوَنَتَّجَ الأُخَرَالعِشارا?","{'text': ['الوافر', 'مجزوء البسيط', 'تفعيلة الكامل', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2154,"ما هو البحر الشعري لهذا البيت
                        وَقِظنَ عَلى لَصافِ وَهُنَّ غُلبٌ - تَرِنُّ مُتونُها لَيلاًظُؤارا?","{'text': ['الوافر', 'مشطور الطويل', 'تفعيلة الرمل', 'تفعيلة الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2156,"ما هو البحر الشعري لهذا البيت
                        وَمَنجوبٌ لَهُ مِنهُنَّ صَرعٌ - يَميلُ إِذا عَدَلتَ بِهِ الشَوارا?","{'text': ['الوافر', 'مجزوء المديد', 'المديد', 'المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2158,"ما هو البحر الشعري لهذا البيت
                        أَقَلُّ عَلَيكَ ضَرّاً مِنقَريحٍ - إِذا أَصحابُهُذَمَروهُسارا?","{'text': ['الوافر', 'المقتضب', 'الخبب', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2160,"ما هو البحر الشعري لهذا البيت
                        وَخَيلٍ قَددَلَفتُلَها بِخَيلٍ - عَلَيها الأُسدُ تَهتَصِرُاِهتِصارا?","{'text': ['الوافر', 'مجزوء الدوبيت', 'مربع البسيط', 'الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem95.html
2162,"ما هو البحر الشعري لهذا البيت
                        فَمَن يَكُ سائِلاً عَنّي فَإِنّي - وَجِروَةَ لا تَرودُ وَلا تُعارُ?","{'text': ['الوافر', 'مخلع البسيط', 'أحذ المديد', 'مجزوء البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem96.html
