id,question,choices,answerKey,source
69,"ما هو البحر الشعري لهذا البيت
                        تَخديعَلىالعِلّاتِسامٍرَأسُها - رَوعاءَمَنسِمُهارَثيمٌدامِ?","{'text': ['الكامل', 'مخلع موشح', 'مخلع الرمل', 'الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
71,"ما هو البحر الشعري لهذا البيت
                        جالَت لِتَصرَعَني فَقُلتُ لَها اِقصِري - إِنّي اِمرُؤٌ صَرعي عَلَيكِحَرامِ?","{'text': ['الكامل', 'القوما', 'مجزوء الكامل', 'أحذ الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
73,"ما هو البحر الشعري لهذا البيت
                        فَجُزِيتِ خَيرَ جَزاءِ ناقَةِ واحِدٍ - وَرَجَعتِ سالِمَةَالقَرابِسَلامِ?","{'text': ['الكامل', 'مجزوء الكامل', 'مجزوء المقتضب', 'البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
75,"ما هو البحر الشعري لهذا البيت
                        وَكَأَنَّمابَدرٌوَصيلُكَتيفَةٍ - وَكَأَنَّما مِنعاقِلٍ أَرمامِ?","{'text': ['الكامل', 'مخلع السريع', 'مجزوء الوافر', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
77,"ما هو البحر الشعري لهذا البيت
                        أَبلِغسُبَيعاًإِنعَرَضتَرِسالَةً - أَنّي كَهَمِّكَ إِنعَشَوتَأَمامي?","{'text': ['الكامل', 'مجزوء الكامل', 'الطويل', 'مجزوء الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
79,"ما هو البحر الشعري لهذا البيت
                        أَقصِر إِلَيكَ مِنَ الوَعيدِ فَإِنَّني - مِمّا أُلاقي لا أَشُدُّ حِزامي?","{'text': ['الكامل', 'مجزوء المتدارك', 'المضارع', 'تفعيلة الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
81,"ما هو البحر الشعري لهذا البيت
                        وَأَنا المُنَبَّهُ بَعدَما قَد نُوِّموا - وَأَنا المُعالِنُ صَفحَةَ النُوّامِ?","{'text': ['الكامل', 'السلسلة', 'مخلع الرجز', 'أحذ الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
83,"ما هو البحر الشعري لهذا البيت
                        وَأَنا الَّذي عَرَفَت مَعَدٌ فَضلَهُ - وَنُشِدتُعَن حُجرِ اِبنِ أُمِّ قَطامِ?","{'text': ['الكامل', 'مجزوء المنسرح', 'مشطور الرجز', 'مجزوء الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
85,"ما هو البحر الشعري لهذا البيت
                        وَأُنازِلُ البَطَلَ الكَريهَ نِزالُهُ - وَإِذا أُناضِلُ لا تَطيشُ سِهامي?","{'text': ['الكامل', 'مخلع الرمل', 'المديد', 'مخلع الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
87,"ما هو البحر الشعري لهذا البيت
                        خالي اِبنُ كَبشَةَ قَد عَلِمتَ مَكانَهُ - وَأَبو يَزيدَ وَرَهطُهُ أَعمامي?","{'text': ['الكامل', 'السلسلة', 'مجزوء الهزج', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
89,"ما هو البحر الشعري لهذا البيت
                        وَإِذاأُذيتَبِبَلدَةٍ وَدَّعتَها - وَلاأُقيمُبِغَيرِ دارِ مُقامِ?","{'text': ['الكامل', 'المتدارك', 'مشطور الطويل', 'مجزوء المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem64.html
91,"ما هو البحر الشعري لهذا البيت
                        حَيِّالحُمولَبِجانِبِالعَزلِ - إِذ لا يُلائِمُ شَكلَها شَكلي?","{'text': ['الكامل', 'مجزوء السريع', 'مجزوء الكامل', 'مخلع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
93,"ما هو البحر الشعري لهذا البيت
                        ماذا يَشُقّ عَلَيكَ مِنظَعنٍ - إِلّا صِباكَ وَقِلَّةُ العَقلِ?","{'text': ['الكامل', 'التفعيله', 'المديد', 'مشطور الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
95,"ما هو البحر الشعري لهذا البيت
                        مَنّيتَنا بِغَدٍ وَبَعدَ غَدٍ - حَتّى بَخَلتَ كَأَسوَءِ البُخلِ?","{'text': ['الكامل', 'مجزوء الكامل', 'مجزوء الرجز', 'الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
97,"ما هو البحر الشعري لهذا البيت
                        يا رُبَّغانِيَةٍصَرَمْتُ حِبالَها - وَمَشَيتُمُتَّئِداًعَلى رُسلي?","{'text': ['الكامل', 'مخلع السريع', 'مخلع الرمل', 'مجزوء الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
99,"ما هو البحر الشعري لهذا البيت
                        لاأَستَقيدُلِمَن دَعا لِصِباً - قَسراً وَلا أَصطادُبِالخَتلِ?","{'text': ['الكامل', 'مجزوء موشح', 'منهوك الرجز', 'الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
101,"ما هو البحر الشعري لهذا البيت
                        وَتَنوفَةٍحَرداءَ مُهلِكَةٍ - جاوَرتُهابِنَجائِبٍفُتلِ?","{'text': ['الكامل', 'مجزوء الرمل', 'الكامل المقطوع', 'مشطور الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
103,"ما هو البحر الشعري لهذا البيت
                        فَيَبِتنَيَنهَسنَ الجَبوبَ بِها - وَأَبيتُمُرتَفِقاًعَلى رَحلِ?","{'text': ['الكامل', 'مخلع الرمل', 'مجزوء الطويل', 'مشطور السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
105,"ما هو البحر الشعري لهذا البيت
                        مُتَوَسِّداًعَضباً مَضارِبُهُ - في مَتنِهِكَمَدَبَّةِ النَملِ?","{'text': ['الكامل', 'السريع', 'مجزوء المديد', 'مجزوء موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
107,"ما هو البحر الشعري لهذا البيت
                        يُدعىصَقيلاًوَهوَ لَيسَ لَهُ - عَهدٌبِتَمويهٍوَلا صَقلِ?","{'text': ['الكامل', 'مجزوء البسيط', 'مشطور الرجز', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
109,"ما هو البحر الشعري لهذا البيت
                        عَفَتِ الدِيارُ فَما بِها أَهلي - وَلَوَتشُموسُ بَشاشَةَ البَذلِ?","{'text': ['الكامل', 'مشطور الرجز', 'منهوك البسيط', 'القوما'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
111,"ما هو البحر الشعري لهذا البيت
                        نَظَرَت إِلَيكَ بِعَينِ جازِئَةٍ - حَوراءَ حانِيَةٍ عَلى طِفلِ?","{'text': ['الكامل', 'مجزوء المتدارك', 'مجزوء الخفيف', 'التفعيله'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
113,"ما هو البحر الشعري لهذا البيت
                        فَلَها مُقَلَّدُهاوَمُقلَتُها - وَلَها عَلَيهِسَراوَةُ الفَضلِ?","{'text': ['الكامل', 'مجزوء البسيط', 'تفعيلة الكامل', 'مجزوء المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
115,"ما هو البحر الشعري لهذا البيت
                        أَقبَلتُمُقتَصِداًوَراجَعَني - حِلميوَسُدِّدَ لِلتُقى فِعلي?","{'text': ['الكامل', 'الوافر', 'الدوبيت', 'مجزوء الدوبيت'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
117,"ما هو البحر الشعري لهذا البيت
                        وَاللَهُ أَنجَحُ ما طَلَبتَ بِهِ - وَالبِرُّ خَيرُحَقيبَةِالرَحلِ?","{'text': ['الكامل', 'المديد', 'أحذ الوافر', 'السلسلة'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
119,"ما هو البحر الشعري لهذا البيت
                        وَمِنَ الطَريقَةِجائِرٌوَهُدى - قَصدُ السَبيلِ وَمِنهُذو دَخلِ?","{'text': ['الكامل', 'المواليا', 'موشح', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
121,"ما هو البحر الشعري لهذا البيت
                        إِنّيلَأَصرِمُمَن يُصارِمُني - وَأُجِدُّوَصلَ مَنِ اِبتَغى وَصلي?","{'text': ['الكامل', 'المواليا', 'الوافر', 'مجزوء المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
123,"ما هو البحر الشعري لهذا البيت
                        وَأَخي إِخاءٍ ذيمُحافَظَةٍ - سَهلَ الخَليقَةِ ماجِدِ الأَصلِ?","{'text': ['الكامل', 'مجزوء البسيط', 'الهزج', 'السلسلة'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
125,"ما هو البحر الشعري لهذا البيت
                        حُلوٍ إِذا ما جِئتُ قالَ أَلا - في الرُحبِ أَنتَ وَمَنزِلُ السَهلِ?","{'text': ['الكامل', 'مربع البسيط', 'مربع البسيط', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
127,"ما هو البحر الشعري لهذا البيت
                        نازَعتُهُ كَأسَ الصَبوحِ وَلَم - أَجهَل مُجِدَّةَ عِذرَةِ الرَجُلِ?","{'text': ['الكامل', 'تفعيلة المتقارب', 'تفعيلة المتقارب', 'منهوك البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
129,"ما هو البحر الشعري لهذا البيت
                        إِنّي بِحَبلِكَ واصِلٌ حَبلي - وَبِريشِ نَبلِكَ رائِشٌ نَبلي?","{'text': ['الكامل', 'المتدارك المنهوك', 'تفعيلة الكامل', 'موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
131,"ما هو البحر الشعري لهذا البيت
                        ما لَم أَجِدكَ عَلىهُدىأَثَرٍ - يَقرومَقَصَّكَقائِفٌقَبلي?","{'text': ['الكامل', 'منهوك الكامل', 'الطويل', 'المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
133,"ما هو البحر الشعري لهذا البيت
                        وَشَمائِليما قَد عَلِمتَ وَما - نَبَحَت كِلابُكَ طارِقاً مِثلي?","{'text': ['الكامل', 'مجزوء المديد', 'السلسلة', 'الكامل المقطوع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem82.html
135,"ما هو البحر الشعري لهذا البيت
                        هَل غادَرَ الشُعَراءُ مِنمُتَرَدَّمِ - أَم هَل عَرَفتَ الدارَ بَعدَتَوَهُّمِ?","{'text': ['الكامل', 'مجزوء المواليا', 'المنسرح', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
137,"ما هو البحر الشعري لهذا البيت
                        يا دارَعَبلَةَبِالجَواءِتَكَلَّمي - وَعَمي صَباحاً دارَعَبلَةَوَاِسلَمي?","{'text': ['الكامل', 'المجتث', 'أحذ المديد', 'مجزوء الخفيف'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
139,"ما هو البحر الشعري لهذا البيت
                        فَوَقَفتُ فيها ناقَتي وَكَأَنَّها - فَدَنٌلِأَقضِيَ حاجَةَالمُتَلَوِّمِ?","{'text': ['الكامل', 'البسيط', 'الرمل', 'الدوبيت'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
141,"ما هو البحر الشعري لهذا البيت
                        وَتَحُلُّ عَبلَةُ بِالجَواءِوَأَهلُنا - بِالحَزنِ فَالصَمّانِ فَالمُتَثَلَّمِ?","{'text': ['الكامل', 'المنسرح', 'المديد', 'مجزوء المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
143,"ما هو البحر الشعري لهذا البيت
                        حُيِّيتَمِنطَلَلٍتَقادَمَ عَهدُهُ - أَقوى وَأَقفَرَ بَعدَأُمِّ الهَيثَمِ?","{'text': ['الكامل', 'تفعيلة الرمل', 'مشطور الطويل', 'المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
145,"ما هو البحر الشعري لهذا البيت
                        حَلَّت بِأَرضِالزائِرينَفَأَصبَحَت - عَسِراً عَلَيَّ طِلابُكِ اِبنَةَ مَخرَمِ?","{'text': ['الكامل', 'مجزوء المنسرح', 'مخلع موشح', 'مشطور السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
147,"ما هو البحر الشعري لهذا البيت
                        عُلِّقتُها عَرَضاً وَأَقتُلُ قَومَها - زَعماًلَعَمرُ أَبيكَ لَيسَ بِمَزعَمِ?","{'text': ['الكامل', 'منهوك البسيط', 'موشح', 'تفعيلة المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
149,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد نَزَلتِفَلا تَظُنّي غَيرَهُ - مِنّي بِمَنزِلَةِ المُحَبِّ المُكرَمِ?","{'text': ['الكامل', 'المجتث', 'الوافر', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
151,"ما هو البحر الشعري لهذا البيت
                        كَيفَالمَزارُوَقَدتَرَبَّعَأَهلُها - بِعُنَيزَتَينِوَأَهلُنا بِالغَيلَمِ?","{'text': ['الكامل', 'مجزوء الهزج', 'مشطور الرجز', 'مربع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
153,"ما هو البحر الشعري لهذا البيت
                        إِن كُنتِأَزمَعتِالفِراقَ فَإِنَّماْ - زُمَّترِكابُكُمُ بِلَيلٍ مُظلِمِ?","{'text': ['الكامل', 'أحذ الوافر', 'أحذ المديد', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
155,"ما هو البحر الشعري لهذا البيت
                        ماراعَنيإِلّاحَمولَةُأَهلِها - وَسطَالدِيارِ تَسَفُّحَبَّالخِمخِمِ?","{'text': ['الكامل', 'المقتضب', 'الوافر', 'المتدارك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
157,"ما هو البحر الشعري لهذا البيت
                        فيها اِثنَتانِ وَأَربَعونَحَلوبَةً - سوداًكَخافِيَةِالغُرابِالأَسحَمِ?","{'text': ['الكامل', 'مربع البسيط', 'الرمل', 'الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
159,"ما هو البحر الشعري لهذا البيت
                        إِذتَستَبيكَبِذي غُروبٍ واضِحٍ - عَذبٍ مُقَبَّلُهُ لَذيذِ المَطعَمِ?","{'text': ['الكامل', 'مشطور السريع', 'تفعيلة المتقارب', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
161,"ما هو البحر الشعري لهذا البيت
                        وَكَأَنَّفارَةَتاجِرٍبِقَسيمَةٍ - سَبَقَتعَوارِضَهاإِلَيكَ مِنَ الفَمِ?","{'text': ['الكامل', 'أحذ الوافر', 'السريع', 'مجزوء المتدارك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
163,"ما هو البحر الشعري لهذا البيت
                        أَو رَوضَةًأُنُفاًتَضَمَّنَ نَبتَها - غَيثٌ قَليلُالدِمنِلَيسَ بِمَعلَمِ?","{'text': ['الكامل', 'مجزوء الخفيف', 'مجزوء المديد', 'مجزوء المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
165,"ما هو البحر الشعري لهذا البيت
                        جادَت عَليهِ كُلُّبِكرٍحُرَّةٍ - فَتَرَكنَ كُلَّقَرارَةٍكَالدِرهَمِ?","{'text': ['الكامل', 'مجزوء المديد', 'البسيط', 'مخلع الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem85.html
