id,question,choices,answerKey,source
2020,"ما هو البحر الشعري لهذا البيت
                        إنما تَقْتلُ النيام ولا تَقْـ - ـتُلُ يُقظانَ ذا سلاحٍكمِيّا?","{'text': ['الخفيف', 'المجتث', 'منهوك البسيط', 'مجزوء الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem28.html
2022,"ما هو البحر الشعري لهذا البيت
                        ومعيشِكَّتيمعابلُكالجمرِ - وأعددتصارماً مَشرفيّا?","{'text': ['الخفيف', 'مجزوء الخفيف', 'المديد', 'المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem28.html
2024,"ما هو البحر الشعري لهذا البيت
                        لو هَبطتَ البلادَ انسيَتُكَ - القتلَ كما يُنسيء النَسيء النَسِيّا?","{'text': ['الخفيف', 'الخبب', 'مخلع البسيط', 'منهوك البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem28.html
2026,"ما هو البحر الشعري لهذا البيت
                        رُبَّما ضَربَةٍ بسيفٍصَقِيلٍ - دُونَ بُصرَى وَطَعْنَةٍ نَجلاءِ?","{'text': ['الخفيف', 'الرجز', 'الوافر', 'موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem31.html
2028,"ما هو البحر الشعري لهذا البيت
                        وغَمُوسٍتَضِلُّ فيها يَدُ الآ - سِى ويَعيَى طبِيبُها بالدَواءِ?","{'text': ['الخفيف', 'مشطور الرجز', 'مجزوء الرجز', 'مجزوء المتدارك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem31.html
2030,"ما هو البحر الشعري لهذا البيت
                        رفعُوا رايةَالضِرابِوآلو - لَيَذُودُنّسامِرَالمَلحاءِ?","{'text': ['الخفيف', 'تفعيلة الرمل', 'مشطور الطويل', 'منهوك المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem31.html
2032,"ما هو البحر الشعري لهذا البيت
                        فَصَبَرْنَ النُّفُوسَ للطَّعنِ حتَّى - جرَتِ الخيلُ بينَنا في الدماءِ?","{'text': ['الخفيف', 'مجزوء الخفيف', 'مخلع الرمل', 'أحذ الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem31.html
2034,"ما هو البحر الشعري لهذا البيت
                        لَيْسَ مَنْ ماتَ فاِستراحَ بِمَيْتٍ - إنَّمَاالمَيْتُ مَيِّتُ الأحياءِ?","{'text': ['الخفيف', 'المديد', 'المنسرح', 'أحذ الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem31.html
2036,"ما هو البحر الشعري لهذا البيت
                        إنَّما المَيْتُ مَنْ يعيشُ ذليلاً - سِيّئاً بالُهُ قليلَ الرّجاءِ?","{'text': ['الخفيف', 'مخلع الرمل', 'مجزوء المنسرح', 'مجزوء الخفيف'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem31.html
2038,"ما هو البحر الشعري لهذا البيت
                        حَسَناتي عِندَ الزَمانِ ذُنوبُ - وَفَعاليمَذَمَّةٌ وَعُيوبُ?","{'text': ['الخفيف', 'مجزوء المتقارب', 'موشح', 'البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2040,"ما هو البحر الشعري لهذا البيت
                        وَنَصيبي مِنَ الحَبيبِ بِعادٌ - وَلِغَيري الدُنُوُّ مِنهُ نَصيبُ?","{'text': ['الخفيف', 'مجزوء المنسرح', 'الهزج', 'مجزوء موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2042,"ما هو البحر الشعري لهذا البيت
                        كُلُّ يَومٍيُبريالسُقامَ مُحِبٌّ - مِن حَبيبٍ وَما لِسُقمي طَبيبُ?","{'text': ['الخفيف', 'مخلع الرمل', 'مجزوء المجتث', 'السلسلة'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2044,"ما هو البحر الشعري لهذا البيت
                        فَكَأَنَّ الزَمانَ يَهوى حَبيباً - وَكَأَنّي عَلى الزَمانِرَقيبُ?","{'text': ['الخفيف', 'مجزوء المقتضب', 'مخلع البسيط', 'تفعيلة الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2046,"ما هو البحر الشعري لهذا البيت
                        إِنَّ طَيفَ الخَيالِ يا عَبلَ يَشفي - وَيُداوى بِهِ فُؤادي الكَئيبُ?","{'text': ['الخفيف', 'الكامل المقطوع', 'المتقارب', 'المتدارك المنهوك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2048,"ما هو البحر الشعري لهذا البيت
                        وَهَلاكي في الحُبِّ أَهوَنُ عِندي - مِن حَياتي إِذا جَفاني الحَبيبُ?","{'text': ['الخفيف', 'الكامل', 'مجزوء المتقارب', 'مجزوء المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2050,"ما هو البحر الشعري لهذا البيت
                        يا نَسيمَ الحِجازِ لَولاكِ تَطفا - نارُ قَلبي أَذابَ جِسمي اللَهيبُ?","{'text': ['الخفيف', 'مجزوء البسيط', 'مجزوء المقتضب', 'موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2052,"ما هو البحر الشعري لهذا البيت
                        لَكِ مِنّي إِذا تَنَفَّستُ حَرٌّ - وَلِرَيّاكِمِن عُبَيلَةَ طيبُ?","{'text': ['الخفيف', 'مجزوء الطويل', 'مجزوء الكامل', 'مجزوء الدوبيت'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2054,"ما هو البحر الشعري لهذا البيت
                        وَلَقَد ناحَ في الغُصونِ حَمامٌ - فَشَجانيحَنينُهُ وَالنَحيبُ?","{'text': ['الخفيف', 'المتدارك', 'تفعيلة الكامل', 'السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2056,"ما هو البحر الشعري لهذا البيت
                        باتَ يَشكو فِراقَ إِلفٍ بَعيدٍ - وَيُنادي أَنا الوَحيدُ الغَريبُ?","{'text': ['الخفيف', 'تفعيلة المتقارب', 'منهوك الرجز', 'مشطور السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2058,"ما هو البحر الشعري لهذا البيت
                        يا حَمامَ الغُصونِ لَو كُنتَ مِثلي - عاشِقاً لَم يَرُقكَ غُصنٌ رَطيبُ?","{'text': ['الخفيف', 'القوما', 'مربع الرجز', 'مربع الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2060,"ما هو البحر الشعري لهذا البيت
                        فَاِترُكِ الوَجدَ وَالهَوى لِمُحِبٍّ - قَلبُهُ قَد أَذابَهُ التَعذيبُ?","{'text': ['الخفيف', 'مجزوء الوافر', 'مجزوء المجتث', 'مخلع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2062,"ما هو البحر الشعري لهذا البيت
                        كُلَّ يَومٍ لَهُ عِتابٌ مَعَ الدَه - رِ وَأَمرٌ يَحارُ فيهِ اللَبيبُ?","{'text': ['الخفيف', 'منهوك البسيط', 'المواليا', 'الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2064,"ما هو البحر الشعري لهذا البيت
                        وَبَلايا ما تَنقَضي وَرَزايا - ما لَها مِن نِهايَةٍ وَخُطوبُ?","{'text': ['الخفيف', 'مشطور الرجز', 'الوافر', 'مشطور الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2066,"ما هو البحر الشعري لهذا البيت
                        سائِلي يا عُبَيلَ عَنّي خَبيراً - وَشُجاعاً قَد شَيَّبَتهُ الحُروبُ?","{'text': ['الخفيف', 'الخبب', 'مجزوء الرمل', 'مربع البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2068,"ما هو البحر الشعري لهذا البيت
                        فَسَيُنبيكِ أَنَّ في حَدِّ سَيفي - مَلَكَ المَوتِ حاضِرٌ لا يَغيبُ?","{'text': ['الخفيف', 'مخلع موشح', 'المديد', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2070,"ما هو البحر الشعري لهذا البيت
                        وَسِنانيبِالدارِعينِخَبيرٌ - فَاِسأَليهِ عَمّا تَكونُ القُلوبُ?","{'text': ['الخفيف', 'تفعيلة المتقارب', 'منهوك الرجز', 'مشطور الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2072,"ما هو البحر الشعري لهذا البيت
                        كَم شُجاعٍ دَنا إِلَيَّ وَنادى - يا لَقَومي أَنا الشُجاعُ المَهيبُ?","{'text': ['الخفيف', 'تفعيلة الكامل', 'الوافر', 'أحذ الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2074,"ما هو البحر الشعري لهذا البيت
                        ما دَعاني إِلّا مَضى يَكدِمُ الأَر - ضَ وَقَد شُقَّت عَلَيهِ الجُيوبُ?","{'text': ['الخفيف', 'موشح', 'تفعيلة المتقارب', 'مجزوء الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2076,"ما هو البحر الشعري لهذا البيت
                        وَلِسُمرِ القَنا إِلَيَّ اِنتِسابٌ - وَجَوادي إِذا دَعاني أُجيبُ?","{'text': ['الخفيف', 'مجزوء السريع', 'مجزوء الرمل', 'مجزوء المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2078,"ما هو البحر الشعري لهذا البيت
                        يَضحَكُ السَيفُ في يَدي وَيُنادي - وَلَهُ في بَنانِ غَيري نَحيبُ?","{'text': ['الخفيف', 'الرمل', 'مجزوء الوافر', 'التفعيله'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2080,"ما هو البحر الشعري لهذا البيت
                        وَهوَيَحمىمَعي عَلى كُلِّقِرنٍ - مِثلَما لِلنَسيبِ يَحمي النَسيبُ?","{'text': ['الخفيف', 'مجزوء المنسرح', 'الكامل المقطوع', 'منهوك الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2082,"ما هو البحر الشعري لهذا البيت
                        فَدَعَوني مِن شُربِ كَأسِ مُدامٍ - مِن جَوارٍ لَهُنَّ ظَرفٌ وَطيبُ?","{'text': ['الخفيف', 'مجزوء المواليا', 'المتقارب', 'المواليا'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2084,"ما هو البحر الشعري لهذا البيت
                        وَدَعوني أَجُرُّ ذَيلَ فَخارٍ - عِندَما تُخجِلُ الجَبانَ العُيوبُ?","{'text': ['الخفيف', 'مجزوء الدوبيت', 'أحذ الكامل', 'مجزوء المنسرح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem130.html
2086,"ما هو البحر الشعري لهذا البيت
                        أَحرَقَتني نارُ الجَوى وَالبُعادِ - بَعدَ فَقدِ الأَوطانِ وَالأَولادِ?","{'text': ['الخفيف', 'مخلع الرمل', 'البسيط', 'تفعيلة الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2088,"ما هو البحر الشعري لهذا البيت
                        شابَ رَأسي فَصارَ أَبيَضَ لَوناً - بَعدَما كانَ حالِكاً بِالسَوادِ?","{'text': ['الخفيف', 'الخبب', 'مخلع موشح', 'المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2090,"ما هو البحر الشعري لهذا البيت
                        وَتَذَكَّرتُ عَبلَةً يَومَ جاءَت - لِوَداعي وَالهَمُّ وَالوَجدُ بادي?","{'text': ['الخفيف', 'مجزوء الرجز', 'الرجز', 'مجزوء موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2092,"ما هو البحر الشعري لهذا البيت
                        وَهيَتُذريمِن خيفَةِ البُعدِ دَمعاً - مُستَهِلّاًبِلَوعَةٍ وَسُهادِ?","{'text': ['الخفيف', 'مجزوء المجتث', 'مربع البسيط', 'مخلع السريع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2094,"ما هو البحر الشعري لهذا البيت
                        قُلتُ كُفّي الدُموعَ عَنكِ فَقَلبي - ذابَ حُزناً وَلَوعَتي في اِزدِيادِ?","{'text': ['الخفيف', 'الكامل المقطوع', 'مجزوء المجتث', 'الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2096,"ما هو البحر الشعري لهذا البيت
                        وَيحَهَذا الزَمانِ كَيفَ رَماني - بِسِهامٍ صابَت صَميمَ فُؤادي?","{'text': ['الخفيف', 'مجزوء المديد', 'المنسرح', 'المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2098,"ما هو البحر الشعري لهذا البيت
                        غَيرَ أَنّي مِثلُ الحُسامِ إِذا ما - زادَ صَقلاً جادَ يَومَجِلادِ?","{'text': ['الخفيف', 'مجزوء المديد', 'مخلع البسيط', 'تفعيلة الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2100,"ما هو البحر الشعري لهذا البيت
                        حَنَّكَتني نَوائِبُ الدَهرِ حَتّى - أَوقَفَتني عَلى طَريقِ الرَشادِ?","{'text': ['الخفيف', 'مجزوء موشح', 'مجزوء المتقارب', 'البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2102,"ما هو البحر الشعري لهذا البيت
                        وَلَقيتُ الأَبطالَ في كُلِّ حَربٍ - وَهَزَمتُ الرِجالَ في كُلِّ وادي?","{'text': ['الخفيف', 'مخلع الكامل', 'مخلع البسيط', 'مجزوء المديد'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2104,"ما هو البحر الشعري لهذا البيت
                        وَتَرَكتُ الفُرسانَ صَرعى بِطَعنٍ - مِن سِنانٍ يَحكي رُؤوسَ المَزادِ?","{'text': ['الخفيف', 'المواليا', 'الرمل', 'مجزوء الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2106,"ما هو البحر الشعري لهذا البيت
                        وَحُسامٍ قَد كُنتُ مِن عَهدِ شَدّا - دٍ قَديماً وَكانَ مِن عَهدِ عادِ?","{'text': ['الخفيف', 'السلسلة', 'تفعيلة الرجز', 'مجزوء المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2108,"ما هو البحر الشعري لهذا البيت
                        وَقَهَرتُ المُلوكَ شَرقاً وَغَرباً - وَأَبَدتُالأَقرانَ يَومَالطِرادِ?","{'text': ['الخفيف', 'تفعيلة المتقارب', 'مخلع الرجز', 'مجزوء الدوبيت'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2110,"ما هو البحر الشعري لهذا البيت
                        قَلَّ صَبري عَلى فِراقِغَصوبٍ - وَهوَ قَد كانَ عُدَّتي وَاِعتِمادي?","{'text': ['الخفيف', 'مخلع البسيط', 'الخبب', 'مجزوء الخفيف'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2112,"ما هو البحر الشعري لهذا البيت
                        وَكَذاعُروَةٌوَمَيسَرَةٌحا - مي حِمانا عِندَ اِصطِدامِ الجِيادِ?","{'text': ['الخفيف', 'مجزوء المتقارب', 'مجزوء المجتث', 'الكامل المقطوع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2114,"ما هو البحر الشعري لهذا البيت
                        لَأَفُكَّنَّ أَسرَهُم عَن قَريبٍ - مِن أَيادي الأَعداءِ وَالحُسّادِ?","{'text': ['الخفيف', 'مجزوء المقتضب', 'منهوك الرجز', 'المتدارك المنهوك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem151.html
2116,"ما هو البحر الشعري لهذا البيت
                        حارِبيني يانائِباتِ اللَيالي - عَن يَميني وَتارَةً عَن شِمالي?","{'text': ['الخفيف', 'مجزوء الهزج', 'مشطور السريع', 'مخلع الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2118,"ما هو البحر الشعري لهذا البيت
                        وَاِجهَدي في عَداوَتي وَعِنادي - أَنتِ وَاللَهِ لَم تُلِمّي بِبالي?","{'text': ['الخفيف', 'المجتث', 'المجتث', 'الكامل المقطوع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2120,"ما هو البحر الشعري لهذا البيت
                        إِنَّ لي هِمَّةً أَشَدَّ مِنَ الصَخ - رِ وَأَقوى مِن راسِياتِ الجِبالِ?","{'text': ['الخفيف', 'منهوك المنسرح', 'مجزوء الرمل', 'تفعيلة المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2122,"ما هو البحر الشعري لهذا البيت
                        وَسِناناً إِذاتَعَسَّفتُفي اللَي - لِ هَداني وَرَدَّني عَن ضَلالي?","{'text': ['الخفيف', 'القوما', 'المتدارك', 'المتقارب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2124,"ما هو البحر الشعري لهذا البيت
                        وَجَواداً ما سارَ إِلّا سَرى البَر - قُ وَراهُ مِنِ اِقتِداحِ النِعالِ?","{'text': ['الخفيف', 'المجتث', 'أحذ الكامل', 'مخلع الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2126,"ما هو البحر الشعري لهذا البيت
                        أَدهَمٌيَصدَعُالدُجى بِسَوادٍ - بَينَ عَينَيهِ غُرَّةٌ كَالهِلالِ?","{'text': ['الخفيف', 'موشح', 'تفعيلة المتقارب', 'البسيط'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2128,"ما هو البحر الشعري لهذا البيت
                        يَفتَديني بِنَفسِهِ وَأُفَدّي - هِ بِنَفسي يَومَ القِتالِ وَمالي?","{'text': ['الخفيف', 'مجزوء البسيط', 'مجزوء الخفيف', 'مجزوء الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2130,"ما هو البحر الشعري لهذا البيت
                        وَإِذا قامَ سوقُ حَربِ العَوالي - وَتَلَظّى بِالمُرهِفاتِ الصِقالِ?","{'text': ['الخفيف', 'منهوك المنسرح', 'تفعيلة الكامل', 'المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2132,"ما هو البحر الشعري لهذا البيت
                        كُنتُ دَلّالَها وَكانَ سِناني - تاجِراً يَشتَري النُفوسَ الغَوالي?","{'text': ['الخفيف', 'مجزوء البسيط', 'مخلع السريع', 'المتدارك المنهوك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2134,"ما هو البحر الشعري لهذا البيت
                        يا سِباعَ الفَلا إِذا اِشتَعَلَ الحَر - بُ اِتبَعيني مِنَ القِفارِ الخَوالي?","{'text': ['الخفيف', 'الرجز', 'مجزوء الكامل', 'مشطور الطويل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2136,"ما هو البحر الشعري لهذا البيت
                        اِتبَعيني تَرَي دِماءَ الأَعادي - سائِلاتٍ بَينَ الرُبى وَالرِمالِ?","{'text': ['الخفيف', 'الخبب', 'المضارع', 'مجزوء المجتث'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2138,"ما هو البحر الشعري لهذا البيت
                        ثُمَّ عودي مِن بَعدِ ذا وَاِشكُريني - وَاِذكُري ما رَأَيتِهِ مِن فِعالي?","{'text': ['الخفيف', 'البسيط', 'المقتضب', 'الكامل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2140,"ما هو البحر الشعري لهذا البيت
                        وَخُذي مِن جَماجِمِ القَومِ قوتاً - لِبَنيكِ الصِغارِ وَالأَشبالِ?","{'text': ['الخفيف', 'التفعيله', 'مجزوء الدوبيت', 'مخلع موشح'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem194.html
2142,"ما هو البحر الشعري لهذا البيت
                        هَذِهِ نارُ عَبلَةٍ يا نَديمي - قَد جَلَت ظُلمَةَ الظَلامِ البَهيمِ?","{'text': ['الخفيف', 'أحذ المديد', 'المتدارك', 'مجزوء الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2144,"ما هو البحر الشعري لهذا البيت
                        تَتَلَظّى وَمِثلُها في فُؤادي - نارُ شَوقٍ تَزدادُبِالتَضريمِ?","{'text': ['الخفيف', 'الخبب', 'مجزوء المديد', 'منهوك الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2146,"ما هو البحر الشعري لهذا البيت
                        أَضرَمَتها بَيضاءُ تَهتَزُّ كَالغُص - نِ إِذا ما اِنثَنى بِمَرِّ النَسيمِ?","{'text': ['الخفيف', 'تفعيلة الرجز', 'مخلع البسيط', 'الرمل'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2148,"ما هو البحر الشعري لهذا البيت
                        وَكَسَتهُ أَنفاسُها أَرَجَ ال - نَدِّ فَبِتنا مِن طيبِها في نَعيمِ?","{'text': ['الخفيف', 'الرمل', 'تفعيلة الرجز', 'مجزوء المتدارك'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2150,"ما هو البحر الشعري لهذا البيت
                        كاعِبٌ ريقُها أَلَذُّ مِنَ الشَه - دِ إِذا ما زَجَتهُ بِنتُ الكُرومِ?","{'text': ['الخفيف', 'التفعيله', 'الرمل', 'الرجز'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2152,"ما هو البحر الشعري لهذا البيت
                        كُلَّما ذُقتُ بارِداً مِن لَماها - خِلتُهُ في فَمي كَنارِ الجَحيمِ?","{'text': ['الخفيف', 'مجزوء المقتضب', 'مجزوء الدوبيت', 'المضارع'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2154,"ما هو البحر الشعري لهذا البيت
                        سَرَقَ البَدرُ حُسنَها وَاِستَعارَت - سِحرَ أَجفانِها ظِباءُالصَريمِ?","{'text': ['الخفيف', 'منهوك المنسرح', 'مجزوء المديد', 'الهزج'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2156,"ما هو البحر الشعري لهذا البيت
                        وَغَرامي بِها غَرامٌ مُقيمٌ - وَعَذابي مِنَ الغَرامِ المُقيمِ?","{'text': ['الخفيف', 'تفعيلة الرمل', 'الوافر', 'مجزوء الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2158,"ما هو البحر الشعري لهذا البيت
                        وَاِتِّكالي عَلى الَّذي كُلَّما أَب - صَرَ ذُلّي يَزيدُ في تَعظيمي?","{'text': ['الخفيف', 'الطويل', 'منهوك المنسرح', 'القوما'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2160,"ما هو البحر الشعري لهذا البيت
                        وَمُعيني عَلى النَوائِبِ لَيثٌ - هُوَ ذُخري وَفارِجٌ لِهُمومي?","{'text': ['الخفيف', 'مجزوء المقتضب', 'منهوك الكامل', 'أحذ الوافر'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2162,"ما هو البحر الشعري لهذا البيت
                        مَلِكٌ تَسجُدُ المُلوكُ لِذِكرا - هُ وَتومي إِلَيهِ بِالتَفخيمِ?","{'text': ['الخفيف', 'مجزوء الكامل', 'السريع', 'مجزوء المقتضب'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
2164,"ما هو البحر الشعري لهذا البيت
                        وَإِذا سارَ سابَقَتهُ المَنايا - نَحوَ أَعداهُ قَبلَ يَومِ القُدومِ?","{'text': ['الخفيف', 'مخلع الكامل', 'المقتضب', 'القوما'], 'label': ['A', 'B', 'C', 'D']}",A,https://www.aldiwan.net/poem203.html
